Entity ID,Vehicle ID,Trip ID,Route ID,Start Time,Start Date,Schedule Relationship,Latitude,Longitude,Speed,Timestamp
DL1PD4726,DL1PD4726,10045_15_24,10045,15:24:16,20250401,1,28.683847427368164,77.0956039428711,0.0,1743501657
DL1PD1704,DL1PD1704,676_15_0,676,15:00:53,20250401,1,28.505069732666016,77.27786254882812,0.0,1743501663
DL1PD4705,DL1PD4705,1888_15_30,1888,15:30:28,20250401,1,28.591201782226562,77.08139038085938,0.0,1743501664
DL1PD5362,DL1PD5362,887_15_7,887,15:07:58,20250401,1,28.80673599243164,77.15020751953125,0.0,1743501667
DL51GD4087,DL51GD4087,10428_14_58,10428,14:58:45,20250401,1,28.683565139770508,77.09526824951172,0.0,1743501669
DL1PD5448,DL1PD5448,1892_15_16,1892,15:16:07,20250401,1,28.698017120361328,77.11929321289062,0.0,1743501684
DL1PD5585,DL1PD5585,10581_15_13,10581,15:13:06,20250401,1,28.851343154907227,77.0853042602539,0.0,1743501685
DL1PD4269,DL1PD4269,379_15_30,379,15:30:29,20250401,1,28.622690200805664,77.20636749267578,0.0,1743501695
DL1PD4575,DL1PD4575,714_14_18,714,14:18:33,20250401,1,28.660192489624023,77.23309326171875,0.0,1743501695
DL1PD0061,DL1PD0061,1949_14_52,1949,14:52:13,20250401,1,28.59514808654785,77.24213409423828,0.0,1743501696
DL1PD1104,DL1PD1104,10166_14_43,10166,14:43:32,20250401,1,28.645780563354492,77.2103271484375,0.0,1743501704
DL1PD5868,DL1PD5868,593_15_22,593,15:22:19,20250401,1,28.619497299194336,77.0345458984375,0.0,1743501704
DL1PD5791,DL1PD5791,1865_14_26,1865,14:26:10,20250401,1,28.625694274902344,77.2396469116211,0.0,1743501706
DL1PD4632,DL1PD4632,1088_15_23,1088,15:23:23,20250401,1,28.681198120117188,77.0140151977539,0.0,1743501707
DL1PD5178,DL1PD5178,319_14_18,319,14:18:22,20250401,1,28.604183197021484,77.05464935302734,0.0,1743501707
DL1PD5188,DL1PD5188,10567_15_36,10567,15:36:41,20250401,1,28.857393264770508,77.11743927001953,0.0,1743501709
DL1PD2642,DL1PD2642,319_14_33,319,14:33:15,20250401,1,28.591224670410156,77.0823745727539,0.0,1743501710
DL1PD5813,DL1PD5813,169_14_34,169,14:34:19,20250401,1,28.640745162963867,77.23893737792969,0.0,1743501710
DL1PC6937,DL1PC6937,573_15_36,573,15:36:41,20250401,1,28.64645767211914,77.31393432617188,0.0,1743501711
DL1PD2581,DL1PD2581,1412_14_33,1412,14:33:15,20250401,1,28.625951766967773,77.06535339355469,0.0,1743501718
DL1PD5735,DL1PD5735,1525_15_23,1525,15:23:23,20250401,1,28.625518798828125,77.2374038696289,0.0,1743501718
DL1PD0899,DL1PD0899,562_13_15,562,13:15:14,20250401,1,28.693185806274414,77.09960174560547,0.0,1743501724
DL1PD4626,DL1PD4626,110_14_50,110,14:50:05,20250401,1,28.532577514648438,77.08911895751953,0.0,1743501730
DL1PD0046,DL1PD0046,10468_15_24,10468,15:24:16,20250401,1,28.52390480041504,77.2554702758789,0.0,1743501735
DL1PD5619,DL1PD5619,2057_15_30,2057,15:30:29,20250401,1,28.721670150756836,77.16629791259766,0.0,1743501736
DL1PD5720,DL1PD5720,1249_15_30,1249,15:30:29,20250401,1,28.632905960083008,77.08592224121094,0.0,1743501737
DL1PD2753,DL1PD2753,290_14_57,290,14:57:20,20250401,1,28.704504013061523,77.13123321533203,0.0,1743501741
DL51GD0249,DL51GD0249,10552_14_58,10552,14:58:45,20250401,1,28.615617752075195,77.34135437011719,0.0,1743501744
DL1PD2880,DL1PD2880,884_14_57,884,14:57:20,20250401,1,28.60030746459961,77.06046295166016,0.0,1743501747
DL1PD5938,DL1PD5938,1933_14_42,1933,14:42:27,20250401,1,28.569841384887695,77.18933868408203,0.0,1743501752
DL1PD4261,DL1PD4261,756_11_47,756,11:47:47,20250401,1,28.622039794921875,77.20625305175781,0.0,1743501754
DL1PD4809,DL1PD4809,10471_14_36,10471,14:36:48,20250401,1,28.645877838134766,77.12659454345703,0.0,1743501758
DL1PD2719,DL1PD2719,10023_15_29,10023,15:29:24,20250401,1,28.578357696533203,76.99652862548828,0.0,1743501760
DL1PD4389,DL1PD4389,2045_15_24,2045,15:24:16,20250401,1,28.8090763092041,77.01490020751953,0.0,1743501764
DL1PD3483,DL1PD3483,10602_15_4,10602,15:04:57,20250401,1,28.62784767150879,77.24191284179688,0.0,1743501766
DL1PD1167,DL1PD1167,420_14_52,420,14:52:13,20250401,1,28.594083786010742,77.2287826538086,0.0,1743501767
DL1PD5424,DL1PD5424,381_13_22,381,13:22:20,20250401,1,28.853683471679688,77.05873107910156,0.0,1743501767
DL1PD4480,DL1PD4480,10639_15_22,10639,15:22:19,20250401,1,28.623151779174805,77.10186767578125,0.0,1743501768
DL1PD5443,DL1PD5443,10884_13_56,10884,13:56:35,20250401,1,28.70916175842285,77.2271957397461,0.0,1743501768
DL1PD1700,DL1PD1700,548_15_16,548,15:16:07,20250401,1,28.4993839263916,77.29931640625,0.0,1743501768
DL1PC6721,DL1PC6721,1824_15_15,1824,15:15:14,20250401,1,28.63121795654297,77.30623626708984,0.0,1743501772
DL1PD0573,DL1PD0573,10529_15_23,10529,15:23:23,20250401,1,28.656579971313477,77.2038345336914,0.0,1743501776
DL1PD6127,DL1PD6127,10419_15_14,10419,15:14:10,20250401,1,28.618934631347656,77.01484680175781,0.0,1743501778
DL1PD0331,DL1PD0331,1670_14_43,1670,14:43:31,20250401,1,28.592103958129883,77.08125305175781,0.0,1743501779
DL1PD5633,DL1PD5633,2026_15_29,2026,15:29:24,20250401,1,28.828632354736328,77.07274627685547,0.0,1743501780
DL1PD5795,DL1PD5795,674_12_58,674,12:58:21,20250401,1,28.625883102416992,77.06572723388672,0.0,1743501780
DL1PD0826,DL1PD0826,1473_11_40,1473,11:40:38,20250401,1,28.617904663085938,76.93124389648438,0.0,1743501781
DL1PD6179,DL1PD6179,674_14_58,674,14:58:45,20250401,1,28.538164138793945,76.91515350341797,0.0,1743501783
DL1PD5054,DL1PD5054,1630_14_41,1630,14:41:23,20250401,1,28.707340240478516,77.181396484375,0.0,1743501785
DL1PD4328,DL1PD4328,10070_15_23,10070,15:23:23,20250401,1,28.681886672973633,77.0956802368164,0.0,1743501786
DL1PD3140,DL1PD3140,1707_14_43,1707,14:43:32,20250401,1,28.643192291259766,77.2259750366211,0.0,1743501788
DL1PD5291,DL1PD5291,1725_14_42,1725,14:42:28,20250401,1,28.543758392333984,77.1796875,0.0,1743501788
DL1PD0854,DL1PD0854,1596_10_36,1596,10:36:06,20250401,1,28.62162208557129,76.92916870117188,0.0,1743501790
DL1PD0860,DL1PD0860,758_14_52,758,14:52:13,20250401,1,28.623079299926758,76.92084503173828,0.0,1743501791
DL1PD5118,DL1PD5118,323_15_30,323,15:30:28,20250401,1,28.62177276611328,77.20622253417969,0.0,1743501792
DL1PD5799,DL1PD5799,1931_14_58,1931,14:58:46,20250401,1,28.65433120727539,77.15384674072266,0.0,1743501792
DL1PD5300,DL1PD5300,10396_15_30,10396,15:30:29,20250401,1,28.56302261352539,77.07057189941406,0.0,1743501793
DL1PD2280,DL1PD2280,285_15_7,285,15:07:05,20250401,1,28.644975662231445,77.19371795654297,0.0,1743501793
DL1PD5940,DL1PD5940,674_15_14,674,15:14:10,20250401,1,28.619258880615234,77.03105926513672,0.0,1743501794
DL1PD6086,DL1PD6086,5428_10_40,5428,15:37:44,20250401,0,28.633827209472656,77.08065032958984,0.0,1743501796
DL1PD5495,DL1PD5495,10728_13_44,10728,13:44:52,20250401,1,28.8048152923584,77.04584503173828,0.0,1743501796
DL1PD5316,DL1PD5316,10557_15_30,10557,15:30:29,20250401,1,28.56305694580078,77.07052612304688,0.0,1743501797
DL1PD6128,DL1PD6128,10419_14_50,10419,14:50:05,20250401,1,28.620107650756836,77.03763580322266,0.0,1743501798
DL1PD5427,DL1PD5427,10029_15_30,10029,15:30:29,20250401,1,28.569551467895508,77.1899185180664,0.0,1743501798
DL1PD5898,DL1PD5898,1469_15_6,1469,15:06:01,20250401,1,28.643388748168945,77.172119140625,0.0,1743501799
DL1PD4794,DL1PD4794,458_15_0,458,15:00:53,20250401,1,28.811853408813477,77.01100158691406,0.0,1743501802
DL1PD0299,DL1PD0299,285_14_2,285,14:02:36,20250401,1,28.647886276245117,77.318115234375,0.0,1743501802
DL51GD1779,DL51GD1779,10552_7_46,10552,07:46:59,20250401,1,28.667009353637695,77.25178527832031,0.0,1743501803
DL1PD0549,DL1PD0549,1847_15_30,1847,15:30:28,20250401,1,28.642791748046875,77.25348663330078,0.0,1743501804
DL1PD4498,DL1PD4498,1699_14_52,1699,14:52:13,20250401,1,28.70103645324707,77.12548065185547,0.0,1743501804
DL1PD4871,DL1PD4871,1948_14_28,1948,14:28:07,20250401,1,28.739669799804688,77.13475036621094,0.0,1743501805
DL1PD4880,DL1PD4880,1028_13_48,1028,13:48:25,20250401,1,28.708879470825195,77.17750549316406,0.0,1743501806
DL1PD0829,DL1PD0829,2140_12_52,2140,12:52:10,20250401,1,28.591957092285156,77.23301696777344,0.0,1743501808
DL1PD1563,DL1PD1563,1670_14_11,1670,14:11:17,20250401,1,28.590007781982422,77.08690643310547,0.0,1743501809
DL1PD3499,DL1PD3499,10805_14_3,10805,14:03:40,20250401,1,28.617578506469727,77.21346282958984,0.0,1743501809
DL1PD5166,DL1PD5166,209_15_15,209,15:15:14,20250401,1,28.570220947265625,76.9759292602539,0.0,1743501813
DL1PD4830,DL1PD4830,1590_15_4,1590,15:04:57,20250401,1,28.867572784423828,77.08319091796875,0.0,1743501814
DL1PD4631,DL1PD4631,799_14_26,799,14:26:10,20250401,1,28.513017654418945,77.23875427246094,0.0,1743501814
DL1PD4283,DL1PD4283,55_14_1,55,14:01:43,20250401,1,28.547012329101562,77.30634307861328,0.0,1743501814
DL1PD2999,DL1PD2999,25_15_21,25,15:21:15,20250401,1,28.531408309936523,77.0639877319336,0.0,1743501814
DL1PD5012,DL1PD5012,951_13_54,951,13:54:27,20250401,1,28.633577346801758,77.0871810913086,0.0,1743501815
DL1PD4267,DL1PD4267,778_13_54,778,13:54:26,20250401,1,28.50311279296875,77.18583679199219,0.0,1743501817
DL1PD1179,DL1PD1179,529_9_7,529,09:07:53,20250401,1,28.61957359313965,76.93034362792969,0.0,1743501817
DL1PD5589,DL1PD5589,10681_14_25,10681,14:25:06,20250401,1,28.68583869934082,77.1954574584961,0.0,1743501817
DL1PD6144,DL1PD6144,1434_14_58,1434,14:58:45,20250401,1,28.594497680664062,76.96367645263672,0.0,1743501818
DL1PD4901,DL1PD4901,1045_14_58,1045,14:58:45,20250401,1,28.674226760864258,77.13751220703125,0.0,1743501819
DL1PD2548,DL1PD2548,121_14_17,121,14:17:29,20250401,1,28.70751190185547,77.18082427978516,0.0,1743501820
DL1PD5456,DL1PD5456,49_14_25,49,14:25:06,20250401,1,28.67603874206543,77.22518157958984,0.0,1743501820
DL1PD5993,DL1PD5993,1081_14_34,1081,14:34:19,20250401,1,28.570890426635742,77.18244171142578,0.0,1743501826
DL1PD6081,DL1PD6081,10742_15_29,10742,15:29:25,20250401,1,28.80828857421875,77.01709747314453,0.0,1743501826
DL1PD6158,DL1PD6158,2068_15_14,2068,15:14:10,20250401,1,28.624584197998047,77.06419372558594,0.0,1743501826
DL1PD6248,DL1PD6248,612_14_8,612,14:08:47,20250401,1,28.68221092224121,77.06401062011719,0.0,1743501826
DL1PD5366,DL1PD5366,1092_13_54,1092,13:54:27,20250401,1,28.56962776184082,77.13419342041016,0.0,1743501827
DL1PD4539,DL1PD4539,10502_15_30,10502,15:30:29,20250401,1,28.678081512451172,77.10782623291016,0.0,1743501827
DL1PD5708,DL1PD5708,473_15_29,473,15:29:25,20250401,1,28.81043815612793,78.05967712402344,0.0,1743501828
DL1PD4966,DL1PD4966,1448_13_53,1448,13:53:33,20250401,1,28.68279457092285,77.21405029296875,0.0,1743501828
DL1PC6627,DL1PC6627,1622_12_58,1622,12:58:20,20250401,1,28.691585540771484,77.20808410644531,0.0,1743501828
DL1PD5067,DL1PD5067,517_14_58,517,14:58:45,20250401,1,28.619110107421875,77.02926635742188,0.0,1743501829
DL51GD1722,DL51GD1722,10501_15_7,10501,15:07:05,20250401,1,28.612939834594727,77.31141662597656,0.0,1743501829
DL1PD4560,DL1PD4560,10029_14_34,10029,14:34:19,20250401,1,28.679113388061523,77.0977554321289,0.0,1743501829
DL1PD6053,DL1PD6053,503_15_6,503,15:06:01,20250401,1,28.563400268554688,77.06973266601562,0.0,1743501831
DL1PD5921,DL1PD5921,1469_15_37,1469,15:37:44,20250401,1,28.618688583374023,77.20608520507812,0.0,1743501831
DL1PD4222,DL1PD4222,294_13_56,294,13:56:34,20250401,1,28.70746421813965,77.18103790283203,0.0,1743501832
DL1PD4773,DL1PD4773,1003_15_7,1003,15:07:58,20250401,1,28.713619232177734,77.13850402832031,0.0,1743501832
DL1PD6078,DL1PD6078,187_15_30,187,15:30:29,20250401,1,28.680042266845703,77.09168243408203,0.0,1743501833
DL1PD5254,DL1PD5254,665_15_29,665,15:29:25,20250401,1,28.8260555267334,77.0705795288086,0.0,1743501833
DL1PD5689,DL1PD5689,570_14_50,570,14:50:05,20250401,1,28.56990623474121,77.18917083740234,0.0,1743501834
DL1PD5606,DL1PD5606,10961_14_8,10961,14:08:47,20250401,1,28.629234313964844,77.23794555664062,0.0,1743501834
DL1PD5939,DL1PD5939,1933_15_14,1933,15:14:10,20250401,1,28.625431060791016,77.10134887695312,0.0,1743501834
DL1PD5724,DL1PD5724,219_14_10,219,14:10:23,20250401,1,28.5340576171875,76.91555786132812,0.0,1743501836
DL1PD6002,DL1PD6002,674_13_37,674,13:37:36,20250401,1,28.620800018310547,77.05488586425781,0.0,1743501836
DL1PD5794,DL1PD5794,674_15_6,674,15:06:01,20250401,1,28.61371612548828,76.98025512695312,0.0,1743501836
DL1PD4092,DL1PD4092,367_14_18,367,14:18:22,20250401,1,28.521940231323242,77.18263244628906,0.0,1743501838
DL1PD4419,DL1PD4419,784_14_28,784,14:28:07,20250401,1,28.666316986083984,77.18492126464844,0.0,1743501840
DL1PD4416,DL1PD4416,784_14_52,784,14:52:13,20250401,1,28.67628288269043,77.1213150024414,0.0,1743501841
DL1PD5393,DL1PD5393,1983_15_23,1983,15:23:23,20250401,1,28.6763858795166,77.12017059326172,0.0,1743501841
DL1PD4447,DL1PD4447,1722_15_23,1722,15:23:23,20250401,1,28.708354949951172,77.12521362304688,0.0,1743501842
DL1PD4546,DL1PD4546,1722_13_46,1722,13:46:49,20250401,1,28.70052146911621,77.14058685302734,0.0,1743501842
DL1PD4371,DL1PD4371,312_15_30,312,15:30:29,20250401,1,28.51942253112793,77.18933868408203,0.0,1743501843
DL1PD5181,DL1PD5181,10419_15_23,10419,15:23:23,20250401,1,28.619197845458984,77.03131103515625,0.0,1743501843
DL1PD1541,DL1PD1541,597_13_56,597,13:56:34,20250401,1,28.566072463989258,77.16641998291016,0.0,1743501843
DL1PD4737,DL1PD4737,46_15_37,46,15:37:45,20250401,1,28.54988670349121,77.1855239868164,0.0,1743501843
DL1PD0680,DL1PD0680,920_14_36,920,14:36:47,20250401,1,28.679615020751953,77.09520721435547,0.0,1743501844
DL1PD4528,DL1PD4528,1818_14_2,1818,14:02:36,20250401,1,28.662036895751953,77.24470520019531,0.0,1743501844
DL1PD5541,DL1PD5541,2103_14_8,2103,14:08:47,20250401,1,28.651081085205078,77.08634948730469,0.0,1743501844
DL1PD4278,DL1PD4278,474_12_44,474,12:44:31,20250401,1,28.806175231933594,77.025146484375,0.0,1743501844
DL1PD4339,DL1PD4339,1487_14_10,1487,14:10:23,20250401,1,28.654876708984375,77.2365493774414,0.0,1743501845
DL1PD5530,DL1PD5530,10613_15_21,10613,15:21:15,20250401,1,28.78660011291504,77.02464294433594,0.0,1743501845
DL1PD6343,DL1PD6343,10103_14_50,10103,14:50:05,20250401,1,28.658884048461914,77.09123229980469,0.0,1743501845
DL1PD5494,DL1PD5494,421_15_13,421,15:13:06,20250401,1,28.785444259643555,77.02413177490234,0.0,1743501845
DL1PD5159,DL1PD5159,286_15_30,286,15:30:29,20250401,1,28.53881072998047,77.08673095703125,0.0,1743501845
DL1PD2302,DL1PD2302,441_15_13,441,15:13:06,20250401,1,28.635894775390625,77.28531646728516,0.0,1743501845
DL1PD5003,DL1PD5003,10394_13_54,10394,13:54:27,20250401,1,28.590112686157227,77.24600982666016,0.0,1743501846
DL1PD4453,DL1PD4453,2149_14_58,2149,14:58:45,20250401,1,28.625625610351562,77.06576538085938,0.0,1743501847
DL1PD4811,DL1PD4811,10640_14_51,10640,14:51:09,20250401,1,28.580421447753906,76.99014282226562,0.0,1743501847
DL1PD4417,DL1PD4417,428_15_24,428,15:24:16,20250401,1,28.6955623626709,77.10847473144531,0.0,1743501847
DL1PD6199,DL1PD6199,503_14_26,503,14:26:10,20250401,1,28.60576629638672,77.08121490478516,0.0,1743501847
DL1PD6284,DL1PD6284,1931_14_34,1931,14:34:19,20250401,1,28.678075790405273,77.10567474365234,0.0,1743501847
DL1PD5877,DL1PD5877,727_13_6,727,13:06:32,20250401,1,28.627357482910156,77.07149505615234,0.0,1743501848
DL1PD5277,DL1PD5277,1754_13_36,1754,13:36:42,20250401,1,28.77261734008789,77.1149673461914,0.0,1743501848
DL1PD0036,DL1PD0036,10108_15_30,10108,15:30:29,20250401,1,28.66886329650879,77.1828842163086,0.0,1743501848
DL1PD4918,DL1PD4918,10466_15_23,10466,15:23:23,20250401,1,28.67888641357422,77.10093688964844,0.0,1743501848
DL1PD5348,DL1PD5348,338_15_7,338,15:07:05,20250401,1,28.707958221435547,77.22467041015625,0.0,1743501848
DL1PD5138,DL1PD5138,1261_14_27,1261,14:27:03,20250401,1,28.663042068481445,77.23287200927734,0.0,1743501848
DL1PD4858,DL1PD4858,1948_15_16,1948,15:16:07,20250401,1,28.779190063476562,77.04422760009766,0.0,1743501849
DL1PD6025,DL1PD6025,883_14_18,883,14:18:22,20250401,1,28.645334243774414,77.1958236694336,0.0,1743501849
DL1PD4206,DL1PD4206,10124_11_6,10124,11:06:08,20250401,1,28.576496124267578,77.05887603759766,0.0,1743501849
DL1PD4413,DL1PD4413,756_12_12,756,12:12:26,20250401,1,28.675373077392578,77.12980651855469,0.0,1743501850
DL1PD5485,DL1PD5485,1147_14_34,1147,14:34:19,20250401,1,28.619340896606445,77.03242492675781,0.0,1743501850
DL1PD4349,DL1PD4349,55_14_26,55,14:26:11,20250401,1,28.563142776489258,77.2915267944336,0.0,1743501850
DL1PD5437,DL1PD5437,951_14_51,951,14:51:09,20250401,1,28.613004684448242,76.99510955810547,0.0,1743501850
DL1PD5377,DL1PD5377,778_14_18,778,14:18:22,20250401,1,28.45029640197754,77.18414306640625,0.0,1743501850
DL1PD5391,DL1PD5391,10419_14_51,10419,14:51:09,20250401,1,28.62589454650879,77.06575012207031,0.0,1743501850
DL1PD4648,DL1PD4648,1042_14_18,1042,14:18:22,20250401,1,28.508447647094727,77.27970123291016,0.0,1743501850
DL1PD4831,DL1PD4831,262_14_50,262,14:50:05,20250401,1,28.594898223876953,77.08069610595703,0.0,1743501850
DL1PD4415,DL1PD4415,2127_15_24,2127,15:24:16,20250401,1,28.675395965576172,77.12889099121094,0.0,1743501851
DL1PD5793,DL1PD5793,1865_15_6,1865,15:06:01,20250401,1,28.594451904296875,77.16603088378906,0.0,1743501851
DL1PD6470,DL1PD6470,2061_15_14,2061,15:14:10,20250401,1,28.61436653137207,77.1068344116211,0.0,1743501851
DL1PD5256,DL1PD5256,707_15_6,707,15:06:01,20250401,1,28.645097732543945,77.2977523803711,0.0,1743501852
DL1PD5551,DL1PD5551,10409_14_0,10409,14:00:39,20250401,1,28.76616668701172,77.01641845703125,0.0,1743501852
DL1PD5401,DL1PD5401,1088_12_10,1088,12:10:28,20250401,1,28.687904357910156,76.96800231933594,0.0,1743501852
DL1PD5265,DL1PD5265,1487_15_30,1487,15:30:29,20250401,1,28.537799835205078,77.099609375,0.0,1743501853
DL1PD4154,DL1PD4154,1185_15_37,1185,15:37:45,20250401,1,28.53223991394043,77.08872985839844,0.0,1743501853
DL1PD4775,DL1PD4775,1003_14_20,1003,14:20:30,20250401,1,28.70286750793457,77.27405548095703,0.0,1743501853
DL1PD5629,DL1PD5629,10701_14_41,10701,14:41:23,20250401,1,28.748403549194336,77.08805084228516,0.0,1743501853
DL1PD4999,DL1PD4999,1206_13_44,1206,13:44:52,20250401,1,28.660322189331055,77.2273941040039,0.0,1743501853
DL1PD0922,DL1PD0922,10490_18_4,10490,18:04:43,20250330,1,28.518552780151367,77.28624725341797,0.0,1743501853
DL1PD4536,DL1PD4536,1344_14_58,1344,14:58:45,20250401,1,28.51510238647461,77.18730926513672,0.0,1743501853
DL1PD4508,DL1PD4508,30_14_34,30,14:34:19,20250401,1,28.79006576538086,77.14244842529297,0.0,1743501854
DL1PD0630,DL1PD0630,10446_15_7,10446,15:07:05,20250401,1,28.70764923095703,77.17965698242188,0.0,1743501854
DL1PD3126,DL1PD3126,2050_15_15,2050,15:15:14,20250401,1,28.635305404663086,77.0928726196289,0.0,1743501854
DL1PD5975,DL1PD5975,10167_14_50,10167,14:50:05,20250401,1,28.67313575744629,77.14524841308594,0.0,1743501854
DL1PD4366,DL1PD4366,1261_15_23,1261,15:23:23,20250401,1,28.832866668701172,77.12976837158203,0.0,1743501854
DL1PD5438,DL1PD5438,29_15_24,29,15:24:16,20250401,1,28.682266235351562,77.05552673339844,0.0,1743501854
DL1PD6393,DL1PD6393,1434_15_6,1434,15:06:01,20250401,1,28.682037353515625,77.0674057006836,0.0,1743501854
DL1PC6607,DL1PC6607,1200_15_30,1200,15:30:28,20250401,1,28.643268585205078,77.31645202636719,0.0,1743501854
DL1PD5223,DL1PD5223,2103_15_13,2103,15:13:06,20250401,1,28.73323631286621,77.02626037597656,0.0,1743501854
DL1PD4740,DL1PD4740,427_14_27,427,14:27:03,20250401,1,28.80121421813965,77.03753662109375,0.0,1743501854
DL1PD5942,DL1PD5942,2068_15_37,2068,15:37:45,20250401,1,28.613529205322266,76.98005676269531,0.0,1743501854
DL1PC6609,DL1PC6609,315_14_43,315,14:43:32,20250401,1,28.508581161499023,77.29965209960938,0.0,1743501855
DL1PD5925,DL1PD5925,1434_14_42,1434,14:42:27,20250401,1,28.537965774536133,76.91531372070312,0.0,1743501855
DL1PD4664,DL1PD4664,1487_15_37,1487,15:37:45,20250401,1,28.531749725341797,77.08842468261719,0.0,1743501855
DL1PD5271,DL1PD5271,537_15_37,537,15:37:45,20250401,1,28.595304489135742,77.0712661743164,0.0,1743501855
DL1PD5028,DL1PD5028,120_15_22,120,15:22:19,20250401,1,28.65642547607422,77.15026092529297,0.0,1743501855
DL1PD6069,DL1PD6069,681_15_37,681,15:37:45,20250401,1,28.543628692626953,77.06838989257812,0.0,1743501855
DL1PD5674,DL1PD5674,10941_15_13,10941,15:13:06,20250401,1,28.789648056030273,77.14212036132812,0.0,1743501855
DL1PD4937,DL1PD4937,10639_14_26,10639,14:26:10,20250401,1,28.58880043029785,77.16998291015625,0.0,1743501855
DL1PD0090,DL1PD0090,1847_0_27,1847,00:27:39,20250401,1,28.642595291137695,77.252685546875,0.0,1743501855
DL1PD5905,DL1PD5905,311_14_58,311,14:58:45,20250401,1,28.603239059448242,76.97087860107422,0.0,1743501856
DL1PD6451,DL1PD6451,382_14_50,382,14:50:05,20250401,1,28.586999893188477,76.95923614501953,0.0,1743501856
DL1PD6191,DL1PD6191,612_15_29,612,15:29:25,20250401,1,28.84233856201172,77.08734130859375,0.0,1743501856
